-120,162,-2.7
-131,162,-2.49
-16,162,-2.68
111,162,-2.54
133,164,-2.45
34,162,-2.18
-88,162,-2.77
-122,164,-2.74
-54,162,-2.95
44,160,-2.76
109,162,-2.91
96,162,-2.66
-5,160,-2.64
-117,162,-2.71
-125,162,-3.06
-13,162,-2.85
114,162,-2.88
136,164,-2.64
30,162,-2.75
-100,162,-2.87
-129,164,-2.93
-45,162,-2.82
62,162,-2.72
112,162,-2.86
80,162,-2.75
-17,160,-2.76
-113,162,-2.57
-118,162,-2.72
-9,162,-2.96
118,162,-2.95
136,164,-2.91
23,162,-2.32
-108,162,-2.76
-131,164,-2.54
-37,162,-3.05
76,162,-2.93
115,162,-3
66,162,-2.68
-29,160,-2.94
-109,162,-2.89
-108,162,-2.7
-4,162,-2.84
118,162,-2.93
134,164,-2.68
17,162,-2.91
-115,162,-3.12
-133,164,-2.52
-30,162,-2.63
88,162,-2.84
121,164,-3.11
54,162,-3.1
-46,162,-2.53
-109,162,-2.74
-93,162,-2.54
4,160,-2.83
116,162,-2.57
129,164,-2.55
11,162,-2.87
-120,162,-2.45
-133,164,-2.63
-24,162,-2.48
97,162,-2.76
126,164,-1.99
47,162,-1.41
-63,162,-0.94
-115,162,-0.34
-79,162,-0.32
19,160,0.2
114,162,0.09
117,164,0.69
5,162,-0.13
-119,162,-0.11
-131,164,-0.06
-21,162,-0.15
105,162,0.75
130,164,1.42
39,162,1.79
-74,162,1.84
-116,162,1.3
-67,162,0.95
27,160,0.94
110,162,1.11
111,162,0.97
4,162,1.38
-119,162,6.84
-131,164,10.32
-17,162,5.37
107,162,3.79
128,164,1.03
37,162,-1.62
-74,162,-3.52
-116,162,-5.34
-68,162,-6.41
28,160,-6.75
112,162,-6.55
111,162,-6.53
2,160,-6.39
-120,162,-5.94
-131,164,-5.27
-16,162,-4.77
108,162,-3.26
130,164,-2.52
36,162,-1.91
-80,162,-1.57
-118,164,-1.46
-62,162,-1.74
34,162,-2.45
111,162,-2.84
106,162,-3.41
-1,162,-3.96
-120,162,-4.72
-129,164,-3.92
-16,162,-3.97
111,162,-3.9
135,164,-3.77
34,162,-3.92
-92,162,-3.42
-124,164,-3.25
-52,162,-2.86
47,162,-2.33
110,162,-2.46
95,162,-2.31
-7,162,-2.2
-118,162,-2.13
-125,164,-2.7
-11,162,-2.71
114,162,-2.7
135,164,-2.71
30,162,-2.71
-98,162,-2.69
-130,164,-2.31
-47,162,-2.43
63,162,-2.64
114,162,-3.07
79,162,-3.55
-18,162,-3.45
-112,162,-3.22
-118,164,-3.3
-11,162,-3.13
118,162,-3.06
138,164,-2.95
23,162,-3.21
-109,162,-3.19
-134,164,-3.12
-38,164,-3.19
78,162,-3.01
120,164,-3.23
66,164,-3.01
-35,162,-2.91
-112,162,-2.89
-104,164,-2.96
-1,162,-2.73
117,162,-2.58
133,164,-2.55
17,162,-2.59
-115,162,-2.56
-133,164,-2.67
-30,162,-2.86
87,162,-3.14
120,164,-3.08
55,162,-3.25
-44,162,-2.94
-110,162,-2.84
-95,162,-2.83
3,162,-2.97
116,162,-2.79
130,164,-2.33
13,162,-2.74
-119,162,-2.28
-134,164,-2.38
-25,162,-1.66
95,162,-2.02
124,164,-1.66
49,162,-1.78
-57,162,-1.74
-113,162,-1.53
-85,162,-1.86
14,162,-1.77
117,162,-1.95
123,164,-2.26
6,162,-2.57
-123,162,-3.26
-133,164,-3.23
-20,162,-3.47
105,162,-3.76
132,164,-3.21
40,164,-3.09
-78,162,-3.05
-119,164,-3.03
-65,164,-3.06
31,162,-3.33
110,162,-3.54
108,164,-3.83
2,162,-4
-119,162,-4.28
-131,164,-4.31
-17,162,-4.32
110,162,-3.99
134,164,-4.17
34,164,-4.14
-88,162,-3.98
-121,164,-4.02
-54,164,-4.24
41,162,-4.31
107,162,-4.25
98,164,-4.71
-1,162,-5.44
-116,162,-5.45
-128,164,-5.7
-15,162,-5.84
114,162,-5.73
134,164,-5.37
29,162,-5.34
-94,162,-5.04
-121,164,-4.57
-48,164,-5.25
48,162,-5.09
108,162,-4.85
92,164,-4.68
-8,162,-4.53
-116,162,-4.59
-122,164,-4.54
-11,162,-4.68
113,162,-4.71
131,164,-4.68
28,162,-4.42
-94,162,-5.13
-121,164,-5.51
-47,162,-5.71
50,162,-6.04
108,162,-5.88
90,162,-5.9
-8,162,-5.99
-115,162,-5.46
-124,164,-5.61
-13,162,-5.44
114,162,-5.52
136,164,-5.85
28,162,-6
-99,162,-6.11
-127,164,-6.09
-45,162,-6.21
59,162,-6.17
112,162,-6.07
83,162,-5.78
-15,162,-5.8
-114,162,-5.71
-118,164,-5.82
-9,162,-5.53
116,162,-5.64
136,164,-5.67
25,162,-5.72
-106,162,-5.81
-132,164,-5.7
-39,162,-5.64
74,162,-5.76
117,164,-5.44
68,162,-5.82
-30,162,-5.8
-110,162,-6.33
-107,162,-6.5
-4,162,-6.11
117,162,-6.22
134,164,-6.09
18,162,-6.25
-115,162,-6.06
-135,164,-6.35
-31,162,-5.7
90,162,-5.64
123,164,-5.5
53,162,-5.42
-49,162,-5.66
-110,162,-6.21
-91,162,-6.26
6,160,-6.43
115,162,-6.55
127,164,-6.5
11,162,-6.58
-119,162,-6.26
-133,164,-6.33
-24,162,-6.49
97,162,-6.23
125,164,-5.91
46,162,-6.11
-60,162,-6.35
-113,162,-6.4
-81,162,-6.58
16,160,-6.7
115,162,-6.95
121,162,-7.14
6,162,-7.13
-122,162,-6.97
-133,164,-6.79
-20,162,-6.32
104,162,-6.33
131,164,-5.91
41,162,-5.76
-77,162,-6.1
-118,164,-5.89
-65,162,-5.8
29,162,-5.84
109,162,-6
110,162,-6.69
3,162,-6.46
-120,162,-6.61
-132,164,-6.52
-17,162,-7.07
112,162,-6.96
136,164,-7
35,162,-7.12
-92,162,-7
-125,164,-7.15
-53,162,-6.92
49,162,-6.99
111,162,-6.36
92,162,-7
-8,160,-6.6
-116,162,-6.55
-124,164,-6.77
-13,162,-7.08
115,162,-6.96
136,164,-7.19
28,162,-7.25
-100,162,-7.36
-127,164,-7.52
-45,162,-7.74
60,162,-7.94
113,162,-7.94
81,162,-7.86
-18,162,-7.31
-114,162,-7.08
-116,164,-6.98
-9,162,-7.35
117,162,-7.41
138,164,-7.6
23,162,-8.04
-111,162,-7.79
-134,164,-7.98
-35,162,-8
80,162,-7.43
117,164,-7.82
62,164,-7.16
-34,162,-7.29
-109,162,-7.24
-104,164,-7.14
-2,162,-7.42
118,162,-6.99
134,164,-6.64
15,162,-7.02
-119,162,-7.29
-137,164,-7.34
-28,164,-7.91
97,162,-7.47
129,164,-8.06
48,164,-8.05
-62,162,-8.21
-114,164,-8.13
-79,164,-8.54
16,162,-8.36
113,164,-8.15
120,164,-8.22
9,164,-8.35
-120,164,-8.11
-135,164,-8.18
-22,164,-8.13
106,164,-8.05
134,164,-8.12
40,164,-8.56
-81,164,-8.66
-120,164,-8.6
-62,164,-8.89
34,164,-8.68
110,164,-9.12
106,164,-9.34
1,164,-9.4
-119,164,-9.47
-131,166,-9.72
-16,164,-9.35
114,164,-9.48
137,164,-9.02
33,164,-9.4
-95,164,-9.07
-128,164,-9.36
-51,164,-9.72
55,164,-9.8
114,164,-9.74
87,164,-9.95
-14,164,-9.69
-115,164,-9.31
-121,166,-9.18
-11,164,-9.08
118,164,-9.19
139,166,-9.75
26,164,-9.76
-108,164,-9.64
-135,166,-9.45
-40,164,-8.98
77,164,-9.37
119,164,-9.59
66,164,-9.33
-32,164,-9.86
-110,164,-9.42
-106,166,-9.76
-5,164,-9.98
117,164,-10.27
136,166,-10.2
18,164,-9.54
-116,164,-9.46
-134,166,-9.84
-32,164,-9.07
88,164,-8.6
124,166,-8.75
57,166,-8.7
-50,164,-8.42
-114,164,-8.63
-91,166,-8.79
8,164,-8.77
117,164,-8.94
128,166,-8.93
11,164,-9.11
-122,164,-9
-136,166,-8.99
-23,164,-9.1
101,164,-9.38
131,166,-9.11
46,166,-9.21
-72,164,-8.96
-121,166,-9.01
-72,166,-9.47
27,164,-9.22
113,164,-9.78
113,166,-10.01
4,164,-10.05
-121,164,-10.25
-134,166,-10.09
-19,164,-9.66
112,164,-9.42
139,166,-8.69
37,166,-8.91
-93,164,-9.08
-130,166,-8.98
-54,166,-9.41
53,166,-9.89
115,166,-10.21
91,166,-10.07
-12,166,-10.05
-117,164,-9.69
-123,166,-9.49
-12,166,-9.58
117,164,-10
140,166,-9.97
28,166,-10.19
-109,166,-10.35
-137,166,-10.15
-40,166,-9.68
80,166,-9.85
122,166,-9.53
65,168,-9.34
-38,166,-9.55
-114,166,-9.59
-101,168,-9.76
2,166,-9.79
117,166,-9.93
131,166,-10.15
15,166,-9.44
-119,166,-9.33
-137,166,-9.8
-28,166,-9.65
98,166,-10.09
132,166,-10.28
49,166,-10.08
-68,166,-10.29
-120,166,-10.15
-75,168,-10.13
26,166,-10.43
115,166,-10.28
113,168,-10.29
2,166,-10.4
-122,166,-11.13
-135,168,-11.59
-20,166,-11.87
116,166,-12.12
146,168,-12.07
36,166,-12.26
-106,166,-12.02
-143,168,-11.66
-47,168,-11.88
81,168,-11.54
128,168,-11.64
66,168,-11.87
-43,168,-11.78
-116,168,-11.82
-98,168,-11.85
6,166,-12.13
118,166,-12.37
128,168,-12.35
12,166,-12.25
-121,166,-12.02
-140,168,-11.84
-29,168,-11.86
111,168,-11.93
149,168,-12.03
43,170,-12
-100,170,-11.97
-142,170,-12.05
-53,170,-12.09
71,170,-12.1
124,168,-11.75
75,170,-11.84
-31,168,-11.84
-115,168,-11.28
-108,170,-11.37
-1,168,-11.53
119,168,-11.65
135,170,-11.69
17,170,-12.19
-121,170,-12.45
-143,170,-12.77
-32,170,-12.95
107,170,-12.67
148,170,-12.82
48,170,-13.33
-93,170,-13.53
-140,170,-13.43
-58,170,-13.65
62,170,-13.8
121,170,-13.5
83,170,-13.55
-21,170,-13.33
-116,170,-13.22
-116,170,-13.29
-7,170,-12.98
120,170,-12.94
139,170,-12.68
22,170,-13.03
-118,170,-12.95
-145,172,-13.12
-37,172,-13.41
103,172,-13.33
147,172,-12.99
52,172,-13.41
-87,172,-13.78
-134,172,-13.8
-62,172,-13.72
49,172,-13.95
115,172,-13.74
93,172,-13.81
-9,172,-13.57
-116,172,-13.37
-124,172,-13.14
-13,172,-12.92
119,172,-12.8
143,172,-13.13
27,172,-13.35
-115,172,-13.18
-146,172,-12.77
-40,172,-12.77
97,174,-12.88
141,174,-12.83
56,174,-12.18
-73,174,-12.72
-127,174,-13.03
-72,174,-13.57
32,174,-13.17
114,174,-13.69
107,174,-13.47
1,172,-13.87
-119,172,-13.56
-133,172,-13.33
-19,172,-13.17
117,174,-13.19
147,174,-13.55
34,172,-13.44
-111,174,-13.57
-147,174,-13.64
-45,174,-13.83
90,174,-13.9
136,176,-13.8
61,174,-13.89
-58,174,-13.61
-122,174,-13.48
-86,174,-13.59
18,174,-13.15
117,174,-13.24
119,174,-13.35
6,174,-13.33
-121,174,-13.08
-137,174,-13.58
-23,174,-13.71
115,176,-13.82
147,176,-13.79
38,174,-13.94
-105,176,-14.17
-144,176,-14.31
-50,174,-14.39
80,176,-14.86
129,176,-14.33
67,176,-14.2
-42,176,-14.09
-116,176,-14.11
-99,176,-14.09
5,174,-13.87
119,176,-13.78
129,176,-14.02
11,174,-14.16
-121,176,-14.13
-140,176,-14.11
-28,174,-14.02
110,176,-14.02
148,176,-14.55
44,176,-14.35
-99,176,-14.34
-141,176,-14.38
-54,176,-14.85
69,176,-14.3
124,176,-14.92
76,176,-15.2
-30,174,-14.89
-115,176,-15.03
-107,176,-15.23
-2,174,-15.49
118,176,-15.91
135,176,-15.6
18,174,-15.41
-120,176,-15.3
-143,176,-15.03
-32,176,-15.01
107,176,-14.62
147,176,-14.98
49,176,-14.97
-92,176,-15.01
-140,176,-15.57
-59,176,-15.57
62,176,-16.08
120,176,-15.92
82,176,-15.78
-19,174,-16.05
-113,176,-15.55
-117,176,-15.72
-10,174,-15.68
120,176,-15.6
142,176,-15.55
22,176,-15.74
-120,176,-15.91
-147,178,-15.71
-37,176,-15.85
106,176,-15.66
149,178,-15.53
51,176,-15.64
-89,176,-15.29
-137,178,-15.41
-62,176,-15.38
54,176,-15.22
119,176,-15.52
89,176,-15.47
-15,176,-15.49
-116,176,-16.04
-119,176,-16.22
-10,174,-15.8
118,176,-16.12
142,178,-16.23
26,176,-16.24
-118,176,-16.19
-149,178,-16.63
-38,176,-16.6
104,176,-16.68
147,178,-16.69
52,176,-17.36
-84,176,-17.52
-134,178,-17.36
-66,176,-17.34
48,176,-17.61
119,176,-17.62
95,176,-17.04
-11,176,-17.67
-118,176,-17.44
-124,178,-17.27
-12,176,-18.01
120,178,-17.81
143,178,-18.34
25,176,-18.29
-116,176,-18.49
-145,178,-18.5
-39,176,-18.28
97,176,-18.03
141,178,-17.7
54,176,-17.7
-73,176,-17.96
-125,178,-17.86
-72,176,-18.26
31,176,-18.2
114,176,-18.13
108,176,-18.24
0,176,-17.85
-119,176,-18.18
-132,178,-18.31
-19,176,-18.05
116,176,-17.88
145,178,-18.14
34,176,-18.27
-109,176,-18.1
-145,178,-18.07
-46,176,-17.74
88,176,-18.53
135,176,-17.86
62,176,-18.3
-55,176,-18.46
-120,176,-18.38
-88,176,-18.81
15,176,-18.38
116,176,-18.46
122,176,-18.31
10,174,-18.59
-120,176,-19.2
-140,178,-18.72
-27,176,-18.64
115,176,-18.83
150,178,-18.71
40,176,-18.53
-105,176,-18.47
-143,178,-18.72
-50,176,-18.39
77,176,-18.66
127,176,-18.86
70,176,-19.16
-38,176,-19.43
-115,176,-19.67
-101,176,-19.66
1,174,-19.71
117,176,-19.83
132,176,-19.46
17,176,-19.45
-120,176,-19.43
-144,178,-19.27
-32,176,-18.93
110,176,-18.96
149,178,-19.6
46,176,-19.37
-96,176,-19.46
-140,178,-19.84
-56,176,-19.76
63,176,-19.62
120,176,-19.5
82,176,-19.22
-21,176,-19.29
-115,176,-19.12
-116,176,-19.41
-7,176,-19.69
119,178,-19.44
139,178,-19.7
23,176,-19.97
-117,178,-19.89
-145,178,-19.61
-38,176,-19.43
101,176,-19.37
144,178,-19.48
53,176,-19.56
-80,176,-19.96
-130,178,-19.9
-67,176,-19.58
41,176,-20.43
116,176,-20.91
99,176,-20.78
-7,176,-20.66
-116,176,-20.39
-125,176,-20.38
-17,176,-20.06
116,176,-20.51
146,178,-20.62
32,176,-20.43
-114,176,-20.81
-146,178,-20.71
-42,176,-20.51
92,176,-20.53
136,178,-20.98
59,176,-21.31
-60,176,-21.69
-121,176,-21.57
-83,176,-21.58
19,174,-21.24
115,176,-20.59
118,176,-20.77
7,174,-20.41
-120,176,-20.47
-137,176,-20.83
-23,174,-20.79
115,176,-20.92
147,178,-20.6
38,176,-20.3
-105,176,-20.84
-144,178,-21.31
-49,176,-21.4
80,176,-21.3
128,176,-21.84
67,176,-21.71
-41,176,-21.76
-116,176,-21.32
-100,176,-21.25
5,174,-21.37
119,176,-22.15
129,176,-22.03
12,174,-22.19
-120,176,-22.06
-140,176,-22.22
-30,174,-21.78
109,176,-22.08
149,176,-22.11
46,176,-21.79
-98,176,-22.06
-142,176,-22.59
-55,176,-22.6
69,176,-22.84
123,176,-22.78
77,176,-22.37
-26,174,-22.1
-113,176,-21.53
-112,176,-21.89
-7,174,-21.51
120,176,-21.85
140,176,-22.32
20,174,-22.55
-121,176,-22.96
-145,176,-23
-34,176,-23.26
106,176,-22.79
147,178,-22.69
49,176,-22.06
-88,176,-22.45
-134,176,-22.05
-61,176,-22.02
49,176,-22.65
116,176,-22.46
94,176,-22.37
-11,174,-22.44
-118,176,-22.69
-123,176,-22.26
-11,174,-22.44
119,176,-22.45
142,176,-22.15
27,174,-22.45
-115,176,-23.17
-146,178,-23.37
-40,176,-23.26
97,176,-22.85
140,176,-23.44
55,176,-22.97
-71,176,-23.07
-124,176,-22.64
-74,176,-22.73
27,174,-22.77
113,176,-23.41
112,176,-23.06
3,174,-23.07
-120,176,-23.02
-134,176,-23.29
-20,174,-22.7
117,176,-22.49
146,176,-22.92
35,176,-23.31
-108,176,-23.32
-144,176,-23.21
-47,176,-23.1
84,176,-23.28
132,176,-22.93
64,176,-22.62
-49,176,-22.49
-118,176,-22.71
-93,174,-22.88
10,174,-23.33
116,176,-23.38
125,176,-22.85
12,174,-23.49
-119,176,-23.54
-140,176,-22.97
-29,174,-23.08
111,176,-22.81
149,176,-22.52
44,176,-23.13
-100,176,-22.99
-142,176,-22.69
-52,176,-22.61
70,176,-22.72
122,176,-23.54
75,176,-23.37
-27,174,-23.41
-114,176,-23.51
-112,174,-23.6
-4,174,-23.23
122,176,-23.08
138,176,-23.26
17,174,-23.27
-120,176,-23.29
-143,176,-22.99
-34,176,-22.99
105,176,-23.55
147,176,-23.86
50,176,-23.86
-89,176,-23.78
-136,176,-23.95
-61,176,-23.78
52,176,-24.02
119,176,-23.79
92,176,-23.98
-14,174,-23.92
-116,176,-24.21
-121,176,-24.62
-13,174,-24.53
118,176,-24.34
144,176,-23.72
28,174,-24.14
-116,176,-24.06
-147,176,-24.05
-40,176,-23.87
97,176,-24.08
141,178,-24.58
55,176,-24.45
-72,176,-24.56
-124,176,-24.45
-74,176,-24.3
27,174,-23.98
113,176,-24.1
113,176,-23.88
4,174,-24.11
-121,176,-24.08
-135,176,-24.41
-19,174,-24.43
117,176,-24.37
145,176,-24.41
35,176,-24.4
-106,176,-23.96
-143,178,-24.08
-48,176,-24.11
81,176,-24.54
130,176,-24.61
66,176,-24.38
-44,176,-24.12
-116,176,-24.42
-98,176,-24.3
5,174,-24.63
118,174,-24.4
130,176,-24.8
14,174,-25.01
-121,176,-24.5
-141,176,-24.45
-30,174,-24.37
108,176,-24.3
147,176,-24.31
47,176,-24.61
-94,176,-24.72
-139,176,-24.74
-58,176,-24.8
60,176,-24.42
120,176,-25.29
85,176,-24.99
-18,174,-25.55
-116,174,-25.49
-119,174,-25.54
-9,174,-25.37
120,176,-25.25
141,176,-25.38
24,174,-25.21
-117,176,-25.33
-146,176,-25.16
-39,176,-24.96
101,176,-25.33
144,176,-25.21
53,176,-24.91
-78,176,-25.12
-128,176,-25.32
-69,176,-25.33
36,176,-25.28
114,176,-24.96
105,174,-25.29
0,174,-25.1
-119,174,-25.02
-132,176,-25.51
-17,174,-25.21
119,176,-25.67
145,176,-26.07
32,174,-26.23
-109,176,-26.29
-145,176,-25.87
-46,176,-25.93
89,176,-25.95
136,176,-25.28
61,176,-25.6
-56,176,-25.53
-118,176,-25.96
-88,176,-26.18
13,174,-26.15
116,176,-26.03
124,174,-25.76
10,174,-25.62
-122,176,-25.56
-140,176,-25.89
-27,174,-25.88
113,176,-25.57
150,176,-26.1
43,176,-26.12
-103,176,-25.51
-144,178,-25.84
-51,176,-26.07
73,176,-26.35
125,176,-26.37
75,176,-26.41
-32,176,-25.97
-117,176,-26.17
-109,176,-26.01
0,174,-25.87
121,176,-25.47
135,176,-25.73
16,174,-25.32
-120,176,-25.58
-142,176,-25.27
-32,176,-25.86
106,176,-25.85
144,178,-25.3
48,176,-25.51
-86,176,-25.29
-133,176,-25.31
-63,176,-25.52
49,176,-25.68
118,176,-25.43
93,176,-26.24
-11,174,-26.31
-116,176,-25.92
-123,174,-25.78
-14,174,-25.51
118,176,-25.75
143,176,-25.84
28,174,-25.69
-113,176,-26.16
-144,176,-26.35
-42,176,-26.38
93,176,-26.42
140,176,-26.94
58,176,-26.73
-67,176,-26.88
-124,176,-26.63
-78,176,-26.68
24,174,-26.57
115,176,-26.86
116,174,-26.72
5,174,-26.34
-122,174,-26.38
-136,176,-26.72
-20,174,-26.73
116,176,-26.45
145,176,-26.77
37,174,-26.73
-104,176,-26.6
-144,176,-26.73
-50,176,-27.04
81,176,-26.84
129,176,-26.92
66,176,-27.18
-42,176,-27.14
-115,176,-27
-99,174,-26.7
3,174,-26.59
118,174,-26.45
130,174,-26.5
14,174,-26.73
-119,176,-26.57
-141,176,-26.71
-31,174,-26.89
108,176,-27.26
148,176,-26.97
46,176,-27.03
-95,176,-26.67
-139,176,-27.16
-56,176,-26.81
63,176,-27.02
120,176,-27.18
82,176,-27.22
-21,174,-27.59
-114,176,-27.71
-115,174,-27.53
-9,174,-27.05
119,174,-26.74
141,176,-26.94
23,174,-26.76
-120,176,-26.71
-147,176,-26.95
-35,176,-26.68
104,176,-26.92
145,176,-27.08
52,176,-27.05
-83,176,-27.24
-134,176,-27.51
-67,176,-27.54
47,176,-28.15
119,176,-27.57
96,176,-27.55
-10,174,-27.11
-117,176,-27.62
-124,174,-27.68
-14,174,-28.49
119,176,-28.01
145,176,-28.07
27,174,-27.86
-116,176,-28.02
-145,176,-27.91
-39,176,-27.97
94,176,-28.25
138,176,-28.13
57,176,-28.03
-66,176,-28.15
-124,176,-27.95
-78,176,-27.94
25,174,-28.15
115,176,-27.83
114,176,-28.1
4,174,-28.15
-121,176,-27.88
-136,176,-27.67
-20,174,-27.63
116,176,-28.11
146,176,-28.38
37,176,-28.84
-106,176,-28.4
-146,176,-28.39
-49,176,-28.31
84,176,-28.63
131,176,-28.6
64,176,-28.82
-46,176,-28.85
-114,176,-29.16
-96,174,-28.76
4,174,-29.24
117,174,-28.94
131,174,-28.47
14,174,-28.64
-122,176,-28.47
-141,176,-28.75
-29,174,-28.79
109,176,-28.75
148,176,-28.58
47,176,-28.28
-96,176,-28.58
-141,176,-28.39
-56,176,-28.31
64,176,-28.57
120,176,-28.9
81,176,-28.7
-21,174,-28.37
-113,176,-28.22
-116,174,-27.95
-11,174,-28.69
118,176,-28.43
143,176,-28.45
25,174,-28.52
-120,176,-28.59
-148,176,-28.63
-37,176,-28.69
105,176,-29.4
146,178,-29.18
51,176,-28.87
-84,176,-28.89
-132,176,-29.24
-66,176,-29.44
44,176,-29.48
117,176,-29.58
99,176,-29.88
-7,174,-29.83
-119,176,-29.66
-127,176,-29.58
-13,174,-29.41
119,176,-29.75
142,176,-29.65
29,176,-29.4
-112,176,-29.76
-145,178,-29.5
-42,176,-29.8
92,176,-29.98
137,178,-29.8
59,176,-29.54
-62,176,-29.55
-122,176,-29.39
-83,176,-29.47
20,176,-29.58
116,176,-29.63
118,176,-29.17
6,174,-29.36
-121,176,-29.35
-137,176,-29.59
-24,174,-29.57
114,176,-28.92
148,178,-28.91
40,176,-29.42
-105,178,-29.32
-145,178,-29.66
-50,176,-29.52
80,176,-29.09
129,178,-29.77
68,176,-29.71
-40,176,-29.54
-116,176,-29.66
-102,176,-29.47
3,174,-29.57
119,176,-29.3
131,176,-30.06
14,174,-29.76
-120,176,-29.92
-142,176,-29.72
-31,176,-30.01
108,176,-30.09
148,178,-30.3
47,176,-29.9
-94,178,-30.02
-138,178,-29.94
-58,176,-30.37
59,176,-30.38
121,176,-29.93
86,176,-30.54
-19,176,-30.79
-116,176,-30.72
-117,176,-30.98
-9,174,-30.34
119,176,-30.41
142,176,-30.38
24,174,-30.38
-119,176,-30.71
-145,176,-30.72
-37,176,-30.65
99,176,-30.65
142,178,-30.66
55,176,-30.66
-77,176,-30.93
-128,176,-31.13
-69,176,-31.09
35,176,-31.27
114,176,-30.38
106,176,-30.81
-1,174,-30.62
-119,176,-30.66
-130,176,-30.45
-18,174,-30.93
116,176,-30.72
145,176,-30.73
35,176,-30.97
-109,176,-30.8
-146,178,-30.88
-46,176,-31.22
88,176,-30.97
134,178,-30.82
61,176,-31.15
-52,176,-31.15
-118,176,-31.13
-91,176,-31.72
11,174,-31.44
118,176,-31.54
125,176,-31.03
9,174,-31.22
-122,176,-30.75
-140,176,-31
-25,174,-31.14
114,176,-31.2
146,178,-31.17
41,176,-31.05
-98,176,-31.06
-140,178,-31.14
-54,176,-31.61
67,176,-31.12
123,176,-31.3
78,176,-31.48
-26,176,-31.05
-114,176,-31.07
-112,176,-31.06
-5,174,-31.01
118,176,-30.71
137,176,-30.74
21,174,-30.59
-117,176,-30.74
-143,176,-30.62
-35,176,-31
101,176,-30.77
142,176,-31.31
51,176,-31.4
-80,176,-31.4
-129,176,-31.01
-65,176,-31.71
40,176,-31.96
113,176,-32.12
100,174,-31.83
-2,174,-31.76
-117,174,-31.91
-130,174,-31.77
-17,174,-31.72
118,174,-32.16
145,176,-31.89
32,174,-32.08
-111,176,-32.58
-146,176,-32.38
-45,174,-32.86
90,176,-32.55
136,176,-32.78
60,176,-32.69
-57,176,-32.9
-120,176,-32.87
-87,174,-32.62
15,174,-32.68
117,174,-32.32
122,174,-32.65
8,174,-32.42
-121,174,-32.19
-138,174,-32.52
-25,174,-32.32
112,176,-32.53
147,176,-33.09
41,174,-32.84
-100,176,-32.59
